-8.750000000000000000e+00,1.150000000000000000e+01,-1.707915217336903419e-03,2.931450649424553467e-01,8.593402910011636864e-02,-1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-5.875000000000000000e+00,3.125000000000000000e+00,5.632601161132103768e-02,2.815454977664542668e-01,7.926786731256049712e-02,-1.250000000000000000e-01,6.250000000000000000e-02,2.500000000000000000e-01
-1.656250000000000000e+01,1.950000000000000000e+01,4.400123453700691308e-03,5.753786325137438817e-01,3.310605707533859632e-01,-1.875000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01
-7.437500000000000000e+00,8.750000000000000000e+00,1.694229999249267926e-02,3.475556493689222481e-01,1.207949294082532321e-01,-1.875000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01
-5.875000000000000000e+00,7.937500000000000000e+00,7.624856109706963647e-02,3.149233598860962102e-01,9.917672260194766720e-02,-1.250000000000000000e-01,6.250000000000000000e-02,2.500000000000000000e-01
-2.250000000000000000e+00,2.250000000000000000e+00,1.638941718175220691e-02,2.679696178913257842e-01,7.180771611282316114e-02,-1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-8.125000000000000000e+00,1.068750000000000000e+01,6.437005246782279491e-03,3.152498833726020133e-01,9.938248896643916974e-02,-1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-1.250000000000000000e+00,1.875000000000000000e+00,6.978939883052643137e-03,2.473658412571973220e-01,6.118985942088094043e-02,-1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-4.812500000000000000e+00,3.875000000000000000e+00,-5.664298732931274949e-02,2.565518481648360605e-01,6.581885079679310191e-02,-2.500000000000000000e-01,-6.250000000000000000e-02,1.250000000000000000e-01
-2.312500000000000000e+00,2.062500000000000000e+00,1.006137233802957900e-02,2.669794590162447578e-01,7.127803153660672297e-02,-1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-9.687500000000000000e+00,9.125000000000000000e+00,6.925293828149112207e-02,2.659822026653012594e-01,7.074653213468540258e-02,-1.250000000000000000e-01,6.250000000000000000e-02,2.500000000000000000e-01
-1.025000000000000000e+01,1.225000000000000000e+01,-5.007695002627561565e-02,3.384141634332779591e-01,1.145241460122453508e-01,-2.500000000000000000e-01,-6.250000000000000000e-02,1.250000000000000000e-01
-8.312500000000000000e+00,4.250000000000000000e+00,1.690424205266801913e-02,3.326692996030594651e-01,1.106688628983901329e-01,-1.875000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01
-6.625000000000000000e+00,6.687500000000000000e+00,1.858843622531968637e-02,3.122792730031857533e-01,9.751834434739822810e-02,-1.875000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01
-8.375000000000000000e+00,6.625000000000000000e+00,-1.132977048455577479e-01,3.243213151789001158e-01,1.051843154793714596e-01,-3.125000000000000000e-01,-1.250000000000000000e-01,6.250000000000000000e-02
-9.375000000000000000e+00,7.375000000000000000e+00,-5.526038929623049156e-02,3.494819566861235294e-01,1.221376380491615149e-01,-2.500000000000000000e-01,-6.250000000000000000e-02,1.250000000000000000e-01
-9.375000000000000000e+00,3.875000000000000000e+00,-4.552720152148344301e-02,3.250100565830080224e-01,1.056315368800900684e-01,-2.500000000000000000e-01,-6.250000000000000000e-02,1.875000000000000000e-01
-9.312500000000000000e+00,7.000000000000000000e+00,8.026784448170298791e-02,4.173647682327359387e-01,1.741933497619653770e-01,-1.250000000000000000e-01,6.250000000000000000e-02,3.125000000000000000e-01
-2.250000000000000000e+00,3.812500000000000000e+00,1.743853903389137872e-01,2.676982482956534182e-01,7.166235214056129732e-02,0.000000000000000000e+00,1.875000000000000000e-01,3.750000000000000000e-01
-1.181250000000000000e+01,1.068750000000000000e+01,4.934420434924050719e-02,4.658186473785820292e-01,2.169870122456117600e-01,-1.250000000000000000e-01,6.250000000000000000e-02,2.500000000000000000e-01
-1.156250000000000000e+01,1.462500000000000000e+01,5.113892294987613246e-02,3.154406959514369224e-01,9.950283266232687329e-02,-1.250000000000000000e-01,6.250000000000000000e-02,2.500000000000000000e-01
-3.250000000000000000e+00,4.875000000000000000e+00,1.198410637871925172e-01,2.806363454911917077e-01,7.875675841065150895e-02,-6.250000000000000000e-02,1.250000000000000000e-01,3.125000000000000000e-01
-5.812500000000000000e+00,4.187500000000000000e+00,5.675507578222099836e-02,2.751442624723429153e-01,7.570436517144953081e-02,-1.250000000000000000e-01,6.250000000000000000e-02,2.500000000000000000e-01
-1.581250000000000000e+01,1.031250000000000000e+01,5.732672689205308564e-02,2.602287636394358672e-01,6.771900942530938161e-02,-1.250000000000000000e-01,6.250000000000000000e-02,2.500000000000000000e-01
-2.012500000000000000e+01,1.256250000000000000e+01,-4.857600744058790387e-02,7.267102173120878472e-01,5.281077399457819732e-01,-3.125000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01
-1.881250000000000000e+01,2.025000000000000000e+01,2.254333391723597341e-02,6.657241134143990768e-01,4.431885951813877567e-01,-2.500000000000000000e-01,0.000000000000000000e+00,3.125000000000000000e-01
-6.875000000000000000e+00,3.562500000000000000e+00,-3.042002410683750102e-02,3.295184632529235547e-01,1.085824176245683420e-01,-2.500000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-1.550000000000000000e+01,1.000000000000000000e+01,-1.047732476664748197e-01,3.164557477490522741e-01,1.001442402834117895e-01,-3.125000000000000000e-01,-1.250000000000000000e-01,6.250000000000000000e-02
-8.875000000000000000e+00,1.350000000000000000e+01,7.518137475705478912e-02,5.236963782376466980e-01,2.742578965792283330e-01,-1.875000000000000000e-01,6.250000000000000000e-02,3.125000000000000000e-01
-1.025000000000000000e+01,1.250000000000000000e+01,-1.142530634034850667e-01,3.808379589966813805e-01,1.450375510127579759e-01,-3.125000000000000000e-01,-1.250000000000000000e-01,6.250000000000000000e-02
-4.062500000000000000e+00,2.437500000000000000e+00,-9.002814202180459136e-02,2.956477735849122324e-01,8.740760602571553961e-02,-3.125000000000000000e-01,-6.250000000000000000e-02,1.250000000000000000e-01
-5.875000000000000000e+00,3.125000000000000000e+00,2.351276869948199649e-02,3.011093936215955003e-01,9.066686692716492690e-02,-1.875000000000000000e-01,0.000000000000000000e+00,2.500000000000000000e-01
-3.375000000000000000e+00,3.937500000000000000e+00,7.788948391348231304e-02,2.920613802168507411e-01,8.529984981417186585e-02,-1.250000000000000000e-01,6.250000000000000000e-02,2.500000000000000000e-01
-8.750000000000000000e+00,9.375000000000000000e+00,-5.968684050282358627e-02,2.917212789647261606e-01,8.510130460081559434e-02,-2.500000000000000000e-01,-6.250000000000000000e-02,1.250000000000000000e-01
-1.931250000000000000e+01,7.000000000000000000e+00,1.131572032731913710e-03,2.908890844830234190e-01,8.461645947137154400e-02,-1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-3.812500000000000000e+00,4.812500000000000000e+00,-1.166812120984626611e-01,2.866522158738024073e-01,8.216949286536100183e-02,-3.125000000000000000e-01,-1.250000000000000000e-01,6.250000000000000000e-02
-1.250000000000000000e+01,8.750000000000000000e+00,-1.239945926444950552e-01,3.418211566300022874e-01,1.168417031198725753e-01,-3.125000000000000000e-01,-1.250000000000000000e-01,6.250000000000000000e-02
-4.125000000000000000e+00,2.500000000000000000e+00,-6.170573600927570929e-02,2.667968720706415664e-01,7.118057094667827600e-02,-2.500000000000000000e-01,-6.250000000000000000e-02,1.250000000000000000e-01
-6.562500000000000000e+00,6.750000000000000000e+00,-5.656556809555984182e-04,2.642157548551694046e-01,6.980996511368697810e-02,-1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-1.193750000000000000e+01,1.218750000000000000e+01,-1.553337420651802140e-03,2.797632996431981822e-01,7.826750382724989574e-02,-1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-3.562500000000000000e+00,5.562500000000000000e+00,-6.163483354604072650e-02,2.656105149310414304e-01,7.054894564193298079e-02,-2.500000000000000000e-01,-6.250000000000000000e-02,1.250000000000000000e-01
-6.500000000000000000e+00,5.562500000000000000e+00,-1.271414107921890468e-01,2.734983394381219068e-01,7.480134167541013790e-02,-3.125000000000000000e-01,-1.250000000000000000e-01,6.250000000000000000e-02
-4.562500000000000000e+00,4.437500000000000000e+00,1.594523410325066927e-03,2.952636480972020139e-01,8.718062188766835530e-02,-1.875000000000000000e-01,0.000000000000000000e+00,1.875000000000000000e-01
-1.150000000000000000e+01,1.600000000000000000e+01,1.307819394743207908e-01,2.557999746926963081e+00,6.543362705278407354e+00,-3.125000000000000000e-01,1.250000000000000000e-01,5.625000000000000000e-01
